"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Gram stain"
3202,CRS-51,"DSM 44610, CCUG 39412, CECT 4897, JCM 11664, ATCC BAA 77, CIP 105508, LMG 19039",1,"Corynebacterium camporealense",positive
3239,1170,"DSM 45402, CCUG 58627, JCM 19113",1,"Corynebacterium canis",positive
3203,S108/98/2,"DSM 44611, CCUG 39779, CIP 106739, JCM 12101, KCTC 19913",1,"Corynebacterium capitovis",positive
3207,,"CCUG 57201, CIP 107182, DSM 44701, DPC 5298, LMG S-19264, NCIMB 30130, JCM 12072, LMG 19264",1,"Corynebacterium casei",positive
3214,M106/00/5,"DSM 44850, CCUG 44566, CIP 107965, JCM 13387",1,"Corynebacterium caspium",positive
166191,200CH,"CCM 8831, LMG 30628, CCUG 72166",1,"Corynebacterium choanae",positive
3216,"BIST 13, BS 13","DSM 44920, CCUG 47525, CECT 5779, CIP 108588, JCM 13388",1,"Corynebacterium ciconiae",positive
3183,,"JCM 12102, DSM 44384, CCUG 38267, DMMZ 2439, CIP 105403, LMG 19073",1,"Corynebacterium confusum",positive
3159,,"CCUG 38194, LMG 19044, CIP 104919, JCM 10381, DSM 44184, CCUG 35014, DMMZ 214, ATCC 700219, CCM 4669",1,"Corynebacterium coyleae",positive
131684,JZ16,"DSM 100882, CCUG 69192, LMG 29813",1,"Corynebacterium crudilactis",positive
3235,,"DSM 45436, CCUG 57284, KCTC 19568, JCM 17317, CAU 212",1,"Corynebacterium doosanense",positive
3181,,"IFO 16161, LMG 19045, CIP 105490, CCM 4727, DSM 45333, CCUG 37331, DSM 44351, JCM 11948, NBRC 16161",1,"Corynebacterium durum",positive
3195,"AJ-12310, YS-314","DSM 44549, JCM 11189, FERM 9246, AJ 12310, CCM 7123, CCUG 47130, CCUG 48037, CIP 107632, NBRC 100395",1,"Corynebacterium efficiens",positive
3243,410,"DSM 45586, CCUG 60915, LMG 26322, JCM 18955",1,"Corynebacterium epidermidicanis",positive
132560,,"DSM 45971, CCTCC AB 2013226, YIM 101506, JCM 31743",1,"Corynebacterium faecale",positive
3180,"BL 8171","DSM 44353, CCUG 33651, LMG 19046, CCM 4913, CIP 105466, JCM 11949, ATCC BAA 596",1,"Corynebacterium falsenii",positive
3192,M714/95/5,"DSM 44508, CCUG 39943, CIP 106740, ATCC BAA 468, JCM 12103, VTT E-072718",1,"Corynebacterium felinum",positive
23876,ST18,"DSM 45800, CCUG 63371, CIP 110785, JCM 32210",1,"Corynebacterium frankenforstense",positive
3190,6695110,"CCUG 45704, CIP 106767, JCM 45704, DSM 44506, JCM 12104",1,"Corynebacterium freneyi",positive
166189,W8,"CCM 8833, LMG 30629, CCUG 72165",1,"Corynebacterium gerontici",positive
3196,,"DSM 44530, CIP 107989, NRRL B-24142, CCUG 48297, JCM 12208, IMMIB R-5091",1,"Corynebacterium glaucum",positive
158588,,"MCC 3388, KCTC 39803, LMG 29598, PRD 07",1,"Corynebacterium gottingense",positive
139735,99221/2016,"DSM 103494, CIP 111599, JCM 31931",1,"Corynebacterium gottingense",positive
158398,NBT06-6,"DSM 105365, MCCC 1K03347",0,"Corynebacterium gottingense",positive
140638,S01,"KCTC 39608, CCTCC AB 2015423, GDMCC 1.1022, DSM 107476",1,"Corynebacterium guangdongense",positive
3209,,"CCUG 54529, DSM 44683, CCTCC AA 001024, CIP 108972, JCM 12676, YIM 70093, KCTC 19015",1,"Corynebacterium halotolerans",positive
3227,C-138,"JCM 15293, DSM 45109, CCUG 53252, CIP 108444",1,"Corynebacterium hansenii",positive
3240,MFC-5,"CCUG 59866, CGMCC 2452, DSM 45392, NBRC 106098",1,"Corynebacterium humireducens",positive
3184,,"DSM 44385, CCUG 35717, CIP 105744, LMG 19050, JCM 11950",1,"Corynebacterium kroppenstedtii",positive
23877,RW2-5,"DSM 45799, CCUG 63372, CIP 110786, JCM 32211",1,"Corynebacterium lactis",positive
140633,"R-50085, TKD4","LMG 28276, CCUG 65815, DSM 107388, NML 130206",1,"Corynebacterium lowii",positive
3230,KSS-3Se,"DSM 45231, CCM 7546, CCUG 56567, JCM 16607",1,"Corynebacterium lubricantis",positive
3171,"JCP 2","DSM 44284, ATCC 51787, CCUG 32361, CIP 104099, JCM 11684, JCL 2, JCM 10393, LMG 19066",1,"Corynebacterium macginleyi",positive
3223,"7015, D7015","DSM 44953, CGMCC 1.6998, NRRL B-24779, JCM 17491",1,"Corynebacterium marinum",positive
3234,Coryn-1,"DSM 45190, LMG 24561, JCM 17018",1,"Corynebacterium maris",positive
3178,S-8,"DSM 44356, CCUG 38654, CECT 4843, CIP 105509, IFO (NBRC) 16160, JCM 12269, IFO 16160, LMG 19040, NBRC 16160",1,"Corynebacterium mastitidis",positive
3163,,"DSM 44265, CCUG 36878, CIP 105129, DMMZ 2278, JCM 10384, ATCC 700355, CCM 4678, LMG 19067",1,"Corynebacterium mucifaciens",positive
3236,3105,"JCM 17318, DSM 45274, CCUG 57279",1,"Corynebacterium mustelae",positive
140634,"R-50187, TVRM83/2006F4/44","CCUG 65816, LMG 28277, DSM 107387, NML 130210",1,"Corynebacterium oculi",positive
3245,"GF 234/92","CCUG 32254, DSM 8821, ATCC 51513, JCM 12146, CCM 4568, CIP 104075, IFM 10650, LMG 19071, NBRC 106139",1,"Corynebacterium otitidis",positive
3238,,"JCM 17319, DSM 45350, CCUG 57942, WACC 658, IMMIB WACC 658",1,"Corynebacterium pilbarense",positive
132609,VDS11,"DSM 100104, KCTC 39687, MCC 2722",1,"Corynebacterium pollutisoli",positive
3172,"Riegel B 77159","JCM 12106, DSM 44285, ATCC 51488, CCUG 33048, CIP 103792, LMG 19069",1,"Corynebacterium propinquum",positive
166190,812CH,"CCM 8832, LMG 30627, CCUG 72167",1,"Corynebacterium pseudopelargi",positive
3237,06-17730,"DSM 45585, ATCC BAA 1742, CCUG 57046, JCM 17320, WAL 19168",1,"Corynebacterium pyruviciproducens",positive
3187,"Co 553","DSM 44415, ATCC BAA 15, CCUG 43305, LMG 19516, JCM 12107, CIP 106488, CCM 4908, UCL 553",1,"Corynebacterium simulans",positive
3182,,"DSM 44357, CCUG 37330, CIP 105491, IBS B52218, IFO 16162, NBRC 16162, LMG 19056, CCM 4729, JCM 10385",1,"Corynebacterium singulare",positive
3212,38,"DSM 44792, CCUG 46398, CECT 5990, CIP 108094, JCM 12270",1,"Corynebacterium sphenisci",positive
3210,"J11, PG 39","DSM 44757, CCUG 45512, CECT 5986, CIP 107875, JCM 12271",1,"Corynebacterium spheniscorum",positive
3228,,"DSM 45148, CCUG 55795, CIP 109925, JCM 17321, IMMIB L-999",1,"Corynebacterium sputi",positive
3215,P81/02,"DSM 44851, DSM 45110, CCUG 46963, CECT 5724, CIP 108201, JCM 12370",1,"Corynebacterium suicordis",positive
3205,"AN 119","DSM 44613, CCUG 36622, CIP 105936, LMG 19057, DSM 107545, JCM 12401",1,"Corynebacterium sundsvallense",positive
3208,Y-11,"DSM 44721, CIP 105927, IFO 14764, JCM 10555, NBRC 14764, VKM Ac-2071, CCUG 46354, CCUG 44585, LMG 22191",1,"Corynebacterium terpenotabidum",positive
3206,M935/96/4,"DSM 44614, ATCC BAA 467, CCUG 41823, CIP 106763, JCM 12108, NCIMB 14414",1,"Corynebacterium testudinoris",positive
3164,"96-649, Tho 218/95","DSM 44276, CCUG 38516, JCM 12109, CIP 105597",1,"Corynebacterium thomssenii",positive
3221,LDC-20,"DSM 44922, ATCC 35529, ATCC 35692, CCUG 45418, CIP 107291, JCM 13389, Medalle X",1,"Corynebacterium tuberculostearicum",positive
3229,,"JCM 19114, DSM 45146, CCUG 55727, IMMIB L-1395",1,"Corynebacterium ulceribovis",positive
3224,,"DSM 45051, CCUG 53377, CIP 109611, JCM 15295, IMMIB RIV-2301",1,"Corynebacterium ureicelerivorans",positive
158651,Hh31,"NBRC 107882, CGMCC 1.11213",1,"Cryobacterium aureum",positive
24186,Hh8,"DSM 26475, CGMCC 1.11215, NBRC 107879, JCM 18568",1,"Cryobacterium flavum",positive
24187,Hh34,"DSM 28143, CGMCC 1.11211, NBRC 107883",1,"Cryobacterium levicorallinum",positive
7306,Hh15,"DSM 26476, CGMCC 1.11210, NBRC 107880, JCM 18569",1,"Cryobacterium luteum",positive
166224,Hh39,"NBRC 107884, CGMCC 1.11212",1,"Cryobacterium melibiosiphilum",positive
7302,0549,"DSM 21575, CGMCC 1.5382, JCM 13925",1,"Cryobacterium psychrotolerans",positive
7304,"Rug 17","DSM 21065, JCM 15131, CCUG 55701, CGMCC 1.10672",1,"Cryobacterium roopkundense",positive
11760,LR7.2,"DSM 15808, ATCC BAA 820",1,"Cryptanaerobacter phenolicus",positive
3053,12-3,"DSM 15641, ATCC 700683, CCUG 55773",1,"Cryptobacterium curtum",positive
140950,EURKPP3H10,"BCC 77605, NBRC 111482",1,"Cryptosporangium eucalypti",positive
133795,MN08-A0264,"NBRC 105887, VTCC D9-27",1,"Cryptosporangium mongoliense",positive
140669,2-36,"CCTCC AA 2016026, DSM 103787",1,"Cumulibacter manganitolerans",positive
131527,BARN-424-CC-10,"DSM 29486, KCTC 15539",1,"Cuneatibacter caecimuris",positive
7324,B55,"DSM 21577, JCM 14609, NBRC 101786, VTCC D6-11, CIP 109639",1,"Curtobacterium ammoniigenes",positive
12636,,"LMG 16711, DSM 1897, ATCC 6919, CCUG 1794, JCM 6425, KCTC 3314, NCTC 737, BCRC 10723, CECT 5684, CGMCC 1.5003, CIP 53.117, KCTC 5008, LMG 3591, NBRC 107605, NRRL B-4224, VKM Ac-1450, VPI 0389",1,"Cutibacterium acnes subsp. acnes",positive
133242,,"ATCC 11828, JCM 6473, CCUG 6369, BCRC 16146, KCTC 3320, VPI 0391",1,"Cutibacterium acnes subsp. defendens",positive
132605,,"DSM 29427, CCUG 66358, NTS 31307302",1,"Cutibacterium namnetense",positive
158260,5L6,"DSM 104513, CICC 23855, KCTC 33663",1,"Cytobacillus solani",positive
1297,1P01SC,"DSM 23495, MTCC 9535, NRRL B-59162",1,"Cytobacillus horneckiae",positive
1318,"do080905 5-1, G 5819","DSM 23667, CCUG 59877, LMG 25855, WCC 4582",1,"Cytobacillus kochii",positive
1303,H2,"DSM 24771, CGMCC 1.10115, JCM 16506, BCRC 80336",1,"Cytobacillus oceanisediminis",positive
140355,FJAT-25547,"DSM 101002, CCTCC AB 2015208",1,"Cytobacillus praedii",positive
7876,DLS-44,"DSM 45260, KCTC 19560, JCM 17441, NBRC 109065",1,"Dactylosporangium darangshiense",positive
7877,BK63,"DSM 45324, KACC 20933, NRRL B-24775",1,"Dactylosporangium luridum",positive
7878,BK51,"DSM 45323, KACC 20899, NRRL B-24774, JCM 17685, NBRC 109092",1,"Dactylosporangium luteum",positive
7875,MW2-25,"DSM 45560, BCC 34832, JCM 15933, NBRC 106094",1,"Dactylosporangium maewongense",positive
7879,"FD 25647","DSM 43910, ATCC 31222, IFO 14103, JCM 3272, KCC A-0272, NBRC 14103, NRRL B-16294, BCRC 12481, IMSNU 20067",1,"Dactylosporangium salmoneum",positive
24209,MW4-36,"DSM 46705, BCC 34901, NBRC 106093, JCM 15934",1,"Dactylosporangium siamense",positive
140265,A6,"DSM 28090, ACCC 19951",1,"Defluviitalea raffinosedens",positive
17884,"6LT2, LIND6LT2","DSM 22681, JCM 16312",1,"Defluviitalea saccharophila",positive
141115,BM2,"KEMB 5401-184, JCM 30700",1,"Deinococcus actinosclerus",positive
3897,5516T-9,"DSM 24781, JCM 15442, KACC 12745",0,"Deinococcus aerolatus",positive
3898,5516T-11,"DSM 24869, JCM 15443, KACC 12746",1,"Deinococcus aerophilus",positive
134316,ME-04-04-52,"LMG 24283, NRRL B-41948",1,"Deinococcus alpinitundrae",positive
134315,ME-04-01-32,"LMG 24022, NRRL B-41947",1,"Deinococcus altitudinis",positive
158664,ID0501,"KACC 19286, NBRC 112889",1,"Deinococcus aluminii",positive
3891,"MIFE 35041/06","DSM 23025, CCM 7524, CCUG 53370",1,"Deinococcus aquatilis",positive
3888,5516J-15,"DSM 18568, CIP 109796, KACC 11606",1,"Deinococcus cellulosilyticus",positive
130276,,"DSM 24791, KCTC 13793, NCCP 154, JCM 19024",1,"Deinococcus citri",positive
134314,PO-04-19-125,"LMG 24282, NRRL B-41949",1,"Deinococcus claudionis",positive
3900,"MJ27, B-17D","DSM 26465, JCM 16918, KCTC 13751",1,"Deinococcus daejeonensis",positive
166403,H1,"CGMCC 1.13938, JCM 33291",1,"Deinococcus detaillensis",positive
3885,CC-FR2-10,"DSM 19119, CCUG 51391, CIP 108832",1,"Deinococcus ficus",positive
3855,AG-3a,"DSM 11300",1,"Deinococcus geothermalis",positive
3893,I-0,"DSM 21396, CGMCC 1.7299, JCM 16679",1,"Deinococcus gobiensis",positive
158579,THG-AG1.5,"KACC 18850, CCTCC AB 2016078",1,"Deinococcus hibisci",positive
23889,MK03,"DSM 27939, JCM 17915, KCTC 13619",1,"Deinococcus humi",positive
166303,"HUT-8138, KR-1","KCTC 33977",1,"Deinococcus kurensis",positive
3869,AA-63,"DSM 12784, CIP 109039, NRRL B-41042",1,"Deinococcus marmoris",positive
3858,ALT-1b,"DSM 11303, CCUG 50777, CIP 105574",1,"Deinococcus murrayi",positive
3887,KR-200,"DSM 19664, CIP 109416, LMG 22246, CCUG 58334",1,"Deinococcus peraridilitoris",positive
3895,3aX,"DSM 19767, MTCC 9123",1,"Deinococcus piscis",positive
134313,PO-04-20-132,"LMG 24019, NRRL B-41950",1,"Deinococcus radiomollis",positive
3890,TDMA-uv51,"DSM 22367, CCUG 53611, JCM 14370, NBRC 102117",1,"Deinococcus roseus",positive
133314,JSH3-1,"KCTC 33790, JCM 31311",1,"Deinococcus ruber",positive
23887,R12,"DSM 28115, CGMCC 1.8884, CIP 110212, NBRC 105665",1,"Deinococcus wulumuqiensis",positive
23888,R13,"DSM 28106, CGMCC 1.8885, NBRC 105666",0,"Deinococcus wulumuqiensis",positive
3892,X-82,"DSM 25585, CCTCC AB 207226, NRRL B-51287",1,"Deinococcus xinjiangensis",positive
17837,JC2054,"DSM 19086, IMSNU 14027, JCM 12123, KCTC 9919, NBRC 106260",1,"Demequina aestuarii",positive
23444,YM12-102,"DSM 27402, KCTC 19745, MBIC 08347, NBRC 106265",1,"Demequina aurantiaca",positive
17840,HR08-7,"DSM 24865, NBRC 105854",1,"Demequina flava",positive
23445,YM24-125,"DSM 27404, KCTC 19747, MBIC 08349, NBRC 106266",1,"Demequina globuliformis",positive
133136,GHD-1,"KCTC 52260, NBRC 112299",1,"Demequina litorisediminis",positive
17838,"RODXS3, SV 45","DSM 19970, LMG 24795, NBRC 106155, JCM 17019",1,"Demequina lutea",positive
17842,HI08-69,"DSM 24868, NBRC 105856",1,"Demequina mangrovi",positive
23446,YM05-1041,"DSM 27405, KCTC 19746, MBIC 08346, NBRC 106264",1,"Demequina oxidasica",positive
17841,HR08-43,"DSM 24867, NBRC 105855",0,"Demequina sediminicola",positive
132563,32,"DSM 101003, NCCP 16133",1,"Dermabacter jinjuensis",positive
132483,AD1-86,"DSM 100050, KCTC 39585",1,"Dermabacter vaginalis",positive
3924,MT1.1,"DSM 17573, CIP 109302, NCIMB 14084, JCM 14339",1,"Dermacoccus abyssi",positive
158572,KJ1-10-99,"LMG 29918, KCTC 33878",1,"Desertibacillus haloalkaliphilus",positive
160770,,"DSM 105431, KCTC 39977, CPCC 204711",1,"Desertihabitans aurantiacus",positive
158424,,"DSM 104921, KCTC 39917, NBRC 112924, SYSU D60003",1,"Desertimonas flava",positive
16786,,"DSM 45169, CCUG 55916, IMMIB L-1269",1,"Desmospora activa",positive
11831,RE35E1,"DSM 16058, JCM 14019",1,"Desulfotruncus alcoholivorax",positive
133076,,"DSM 29990, UNIQEM U994, Acr 1",1,"Desulfitispora elongata",positive
11821,AB33,"DSM 11792, ACM 3917, KCTC 15817, JCM 34022",1,"Desulfofundulus australicus",positive
23186,LINDBHT1,"DSM 23769, JCM 17209",1,"Desulfovectis peckii",positive
130524,TGB60-1,"DSM 29799, JCM 18733, KCTC 4534",1,"Desulforadius tongensis",positive
140297,63.6F,"DSM 101609, JCM 31106",1,"Desulfosporosinus fructosivorans",positive
140296,59.4B,"DSM 101608, JCM 31105",1,"Desulfosporosinus nitroreducens",positive
158353,3408-1,"DSM 105356, VKM B-3183",1,"Desulfothermobacter acidiphilus",positive
132676,Bs105,"DSM 24088, JCM 31386",1,"Desulforamulus aquiferis",positive
140524,GSS09,"KCTC 15523, MCCC 1K01254",1,"Desulforamulus ferrireducens",positive
11828,CO-1-SRB,"DSM 14880, VKM B-2319",0,"Desulfotomaculum nigrificans",positive
132677,Bs107,"DSM 24093, JCM 31387",1,"Desulforamulus profundi",positive
16849,RL80JIV,"DSM 16036, JCM 13928",1,"Desulfovirgula thermocuniculi",positive
11840,RA50E1,"DSM 16022, JCM 14018",1,"Desulfurispora thermophila",positive
3919,,"DSM 22407, CCUG 55056, LMG 24257, IMP 2, JCM 16028",1,"Devriesea agamarum",positive
166540,Uno16,"NBRC 113154, BCRC 81115",1,"Dictyobacter alpinus",positive
140692,S-27,"NBRC 109595, InaCC B312",1,"Dictyobacter aurantiacus",positive
166541,Uno11,"NBRC 113153, LMG 30472, BCRC 81114",1,"Dictyobacter kobayashii",positive
4262,Sj14a,"DSM 45334, CCM 7659, CCUG 57738, JCM 17966",1,"Dietzia aerolata",positive
22994,,"DSM 45868, CCUG 35676, JCM 17645",1,"Dietzia aurantiaca",positive
4260,,"DSM 45140, CCTCC AA 207016, JCM 16002, YIM 65002",1,"Dietzia cercidiphylli",positive
4258,K30-10,"DSM 44907, JCM 13325, MTCC 7007, CCUG 54952, BCRC 16834, CIP 109330, NBRC 105042, NCIMB 14304",1,"Dietzia kunjamensis subsp. kunjamensis",positive
4261,,"DSM 45139, CCTCC AA 207015, JCM 16003, YIM 65001",1,"Dietzia kunjamensis subsp. schimae",positive
4264,,"DSM 45074, CCTCC AA 207008, KCTC 19232, YIM 80766, JCM 19954",1,"Dietzia lutea",positive
4241,,"DSM 43672, ATCC 35013, AUCNM A-593, CIP 104188, IFO 15801, JCM 6166, NBRC 15801, VKM Ac-593, CCUG 44488, NCIMB 11744, IMV 195, CECT 4617, IFO 15529, IMSNU 21250, KCTC 9950, LMG 5361, NBRC 15529, NRRL B-16941, PCM 2292",1,"Dietzia maris",positive
4255,,"DSM 44904, CCUG 50875, CIP 50875, IMMIB RIV-399, JCM 13663, IFM 10668, NBRC 102147",0,"Dietzia maris",positive
4259,"N 1280","DSM 44961, NCIMB 14145, JCM 15317, IFM 10921, NBRC 105045",1,"Dietzia papillomatosis",positive
4263,ID05-A0528,"DSM 45568, BTCC B-560, JCM 18295, NBRC 104184",1,"Dietzia timorensis",positive
229,2991-95,"DSM 15742, ATCC BAA 56, CCM 4936, CIP 106314, CCUG 39307",1,"Dolosicoccus paucivorans",positive
135725,R-91/1468,"CIP 104051, ATCC 51524, IFO 15550, NCFB 2975, LMG 19521, KCTC 15002, CCUG 33392, LMG 15126, NBRC 15550, NCIMB 702975",1,"Dolosigranulum pigrum",positive
141063,XD80,"CCTCC AB 2015053, KCTC 33636, DSM 104295",1,"Domibacillus antri",positive
140688,,"KCTC 33830, MTCC 12575, DSM 100929, SAB 38, JCM 32632",1,"Domibacillus epiphyticus",positive
132389,S6,"DSM 29979, CCTCC AB 2015183",1,"Domibacillus iocasae",positive
140687,,"KCTC 33820, MTCC 12571, DSM 100930, SAOS 44, JCM 32631",1,"Domibacillus mangrovi",positive
22934,"WS 4628, isolate G 6512, WS 4628, isolate G 6512","DSM 25058, LMG 26645",1,"Domibacillus robiginosus",positive
6354,,"DSM 3992, ATCC 27755, JCM 10342, KCTC 15690, VPI C8-13",1,"Dorea formicigenerans",positive
140270,NYU-BL-A4,"DSM 103457, ATCC TSD-64",1,"Dubosiella newyorkensis",positive
1269,,"DSM 19096, CCUG 52470, Gsoil 1517, KCTC 13929, LMG 23408, CIP 109496",1,"Ectobacillus panaciterrae",positive
23552,,"DSM 28459, CCM 8439, CCUG 53762",1,"Effusibacillus consociatus",positive
434,MP4,"DSM 22757, CIP 109385, NCIMB 14276",1,"Effusibacillus pohliae",positive
141132,,"CGMCC 1.14997, KCTC 39588, EGI 80759",1,"Egibacter rhizosphaerae",positive
141116,,"CGMCC 1.14988, KCTC 33612, EGI 80432, JCM 33036",1,"Egicoccus halophilus",positive
158404,,"DSM 104140, CCUG 70284, CEBAS 4A",1,"Ellagibacter isourolithinifaciens",positive
16401,KM-4927,"DSM 41855, CIP 108319, JCM 11712, NRRL B-24202, NBRC 100760",1,"Embleya scabrispora",positive
7794,,"DSM 24083, JCM 17352, YIM 100590",1,"Enteractinococcus coprophilus",positive
7793,"G-5, G5","DSM 22966, MTCC 9846, JCM 17931",1,"Enteractinococcus fodinae",positive
2849,CCRI-9842,"DSM 19851, CCUG 54291, JCM 14986, NML 03-A-015, CIP 109511, KCTC 15153",1,"Enterocloster lavalensis",positive
133990,L34,"CCM 8433, LMG 27164, DSM 107709",1,"Enterococcus alcedinis",positive
5346,,"DSM 17690, CCM 7283, CCUG 51308, CIP 108926, LMG 16607, API 8407116",1,"Enterococcus aquimarinus",positive
5351,SS-1777,"DSM 19114, ATCC BAA 1240, CCUG 51564, CCM 7399",1,"Enterococcus caccae",positive
134264,FP15-1,"KCTC 13133, NBRC 101868, NRIC 0105, TISTR 932, PCU 277",1,"Enterococcus camelliae",positive
5347,"Devriese S33","DSM 21207, CCM 7285, LMG 13590, JCM 19616, CCUG 37857, CCUG 51312",1,"Enterococcus canintestini",positive
140476,ETRF1,"LMG 28312, CCUG 65857",1,"Enterococcus crotali",positive
5348,"L. Devriese M 52","DSM 22802, CCM 7299, CCUG 37865, LMG 14595",1,"Enterococcus devriesei",positive
24004,ORL-24,"DSM 29072, JCM 18359, KACC 16708",1,"Enterococcus diestrammenae",positive
166242,63-4,"NCIMB 15178, CCM 8922",1,"Enterococcus dongliensis",positive
166174,Gos25-1,"CIP 110956, LMG 29007, NBRC 111461, TISTR 2382",1,"Enterococcus florum",positive
5344,,"DSM 17122, CCUG 48100, CIP 108559, LMG 12317",1,"Enterococcus hermanniensis",positive
166241,190-7,"NCIMB 15200, CCM 8949",1,"Enterococcus hulanensis",positive
5342,"TP 1.5","DSM 15952, CCUG 50447, LMG 22039",1,"Enterococcus italicus",positive
134097,,"CCM 7220, LMG 21727",0,"Enterococcus italicus",positive
5362,BT159,"DSM 23655, LMG 25958",1,"Enterococcus lactis",positive
166240,94-2,"NCIMB 15180, CCM 8920, LMG 31180",1,"Enterococcus nangangensis",positive
5335,JLB-1,"CCUG 48923, KCTC 3818, DSM 14726, ATCC BAA 412, CIP 108361, NBRC 100711",1,"Enterococcus phoeniculicola",positive
164673,241-2-2,"JCM 33833, CCM 8921, LMG 31181, NCIMB 15185",1,"Enterococcus pingfangensis",positive
5361,C27,"DSM 26408, CCM 7889, LMG 26214",1,"Enterococcus plantarum",positive
132142,"strain 1971","DSM 102982, CCM 4630, CCUG 61593, LMG 26678",1,"Enterococcus rotai",positive
130321,812,"DSM 100210, BCRC 80575, NBRC 109476",1,"Enterococcus saccharolyticus subsp. taiwanensis",positive
133150,VE80,"JCM 31193, CCUG 68827, CCM 8834",1,"Enterococcus saigonensis",positive
5349,W442,"DSM 22801, CCM 7319, CCUG 53830, CIP 109179, LMG 23085",1,"Enterococcus silesiacus",positive
164674,85-4,"JCM 33834, CCM 8923, LMG 31183, NCIMB 15179",1,"Enterococcus songbeiensis",positive
5350,"C.J. Portricus UAD1","CCM 7300, DSM 22803, CCUG 53831, CIP 109180, LMG 8895",1,"Enterococcus termitis",positive
5352,FP48-3,"DSM 21767, CCM 7793, KCTC 13134, NBRC 101867, NRIC 0107, PCU 282, TISTR 933",1,"Enterococcus thailandicus",positive
132143,,"DSM 102981, CCM 4629, CCUG 48799, LMG 26676",1,"Enterococcus ureilyticus",positive
158309,MN05,"DSM 104047, CGMCC 1.15942",1,"Enterococcus wangshanyuanii",positive
158401,ResAG-96,"DSM 105130, JCM 32273",1,"Enteroscipio rubneri",positive
23549,PB3-7B,"DSM 25520, NCAIM B 02512",1,"Eoetvoesia caeni",positive
158621,EPI-7,"KCCM 90264, JCM 31644",1,"Epidermidibacterium keratini",positive
230,M1832/95/2,"CIP 106310, ATCC BAA 57, CCM 4939, DSM 15696, CCUG 38207",1,"Eremococcus coleocola",positive
5372,"02-143, MF-EP02","DSM 15511",1,"Erysipelothrix inopinata",positive
130977,"LV 19","DSM 28480, KCTC 33523, KCTC 4669",1,"Erysipelothrix larvae",positive
17689,YUAN-3,"DSM 18485, CGMCC 1.5033, JCM 12961",1,"Ethanoligenens harbinense",positive
159886,,"DSM 104446, MCCC 1k03290, DSW 09",1,"Euzebya rosea",positive
133572,F10,"NBRC 105439, KCTC 19736",1,"Euzebya tangerina",positive
1242,N-4,"DSM 2522, ATCC 21833, FERM P-1141, JCM 9156, CIP 109017, FERM 1141",1,"Evansella cellulosilytica",positive
24783,12/1,"DSM 21148, CCM 8459",1,"Exiguobacterium alkaliphilum",positive
18107,H2,"DSM 14480, CIP 107163, KCTC 3809, CCUG 47137",1,"Exiguobacterium antarcticum",positive
133762,IMTB-3094,"MTCC 10958, JCM 17977",1,"Exiguobacterium aquaticum",positive
18115,T-2-2,"DSM 17272, JCM 12280, NCIMB 13980, CCUG 51936, CIP 108684",1,"Exiguobacterium oxidotolerans",positive
18119,10c,"DSM 17289, CCUG 50949, CNCM I-2962",1,"Exiguobacterium profundum",positive
18120,,"DSM 22015, JCM 14376, MTCC 4816, DVS 3Y",1,"Exiguobacterium soli",positive
18108,L2,"CCUG 47136, DSM 14481, CIP 107162, KCTC 3810",1,"Exiguobacterium undae",positive
131520,"40ccB-5824-ARE, JM-40","DSM 28560, KCTC 15546",1,"Extibacter muris",positive
131521,SJ-24,"DSM 28561",0,"Extibacter muris",positive
164230,SNUG30370,"JCM 32257, KCTC 15632",1,"Faecalibacillus faecis",positive
164229,SNUG30099,"JCM 32256, KCTC 15631",1,"Faecalibacillus intestinalis",positive
132424,,"DSM 103405, JCM 30274, KCTC 15484, ALO 17",1,"Faecalibaculum rodentium",positive
5422,"113 VI","DSM 3982, ATCC 25540, CCUG 52236, JCM 6483, VPI 0119",1,"Faecalicatena contorta",positive
5426,AzA,"DSM 3598, ATCC 33661, JCM 31501, NCIB 10446, NCIMB 10446, JCM 9983",1,"Faecalicatena fissicatena",positive
2621,,"DSM 1287, ATCC 13619, ATCC 25750, JCM 1429, NCIB 10650, BCRC 14529, LMG 3286, NCCB 73016, NCIMB 10650, VPI 0565",1,"Faecalicatena orotica",positive
140268,EGH7,"DSM 103426, JCM 30896",1,"Faecalimonas umbilicata",positive
166490,"GY 10110","CGMCC 1.13648, NBRC 113502",1,"Falsibacillus albus",positive
1409,"CW 7","DSM 25281, CCTCC AB 207188, KCTC 13200, LMG 24451, CIP 109936, BCRC 80032",1,"Falsibacillus pallidus",positive
3043,,"DSM 15829, ATCC BAA 55, CCUG 38953, CIP 106431, KCTC 15240",1,"Fannyhessea vaginae",positive
17690,"Karld BL3524N/03","DSM 18896, CCUG 47711, CIP 108292",1,"Fastidiosipila sanguinis",positive
141069,IEB3,"JCM 30817, NCIMB 14984",1,"Fermentibacillus polygoni",positive
158767,GDSW-R2A3,"VTCC B-910015, CCM 8782",1,"Fictibacillus aquaticus",positive
1237,,"DSM 15822, CIP 108785, JCM 12167, MTCC 4380, Con a/3",1,"Fictibacillus arsenicus",positive
132548,,"DSM 100124, KCTC 33758, MCC 2765, AS 8",1,"Fictibacillus halophilus",positive
